text_a;text_b;is_true;explanation;difficulty;is_active
Signalement : Dacia Duster bleu, plaque PA-811-XF, vu le 21/08/2026 à 10h45.;Signalement : Dacia Duster bleu, plaque PA-811-XF, vu le 21/08/2026 à 10h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur rue des Acacias à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Yanis Martin, RH-319-JK, 10 impasse du Moulin;Yanis Martin, RH-319-JK, 10 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio bleu, plaque SR-395-BS, vu le 22/02/2026 à 19h05.;Signalement : Renault Clio bleu. plaque SR-395-BS, vu le 22/02/2026 à 19h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Fréjus, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Nora Lemoine, FK-682-EO, 9 impasse du Moulin;Nora Lemoine, FK-682-EO, 9 impasseCdu Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 35 : «   » devient « C ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque CB-730-CE, vu le 14/07/2026 à 17h30.;Signalement : Ford Focus blanc, plaque CB-730-CE, vu le 14/07/2026 à 17h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur allée des Pins à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Lina Blanc, ZX-937-HU, 15 rue des Acacias;Lina Blanc, ZX-937-HU, 15 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Renault Clio gris, plaque JJ-656-RC, vu le 15/04/2026 à 16h45.;Signalement : Renault Clio gris, plaque JJ-656-RC, vu le I5/04/2026 à 16h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
Noam Martin, WO-743-JN, 23 avenue Victor-Hugo;Noam Martin, WO-743-JN, 23 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris gris, plaque UC-559-VD, vu le 25/04/2026 à 14h45.;Signalement : Toyota Yaris gris, plaque UC-559-VD, vu le 25/04/2026 à I4h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Nora Bernier, GG-527-XB, 17 impasse du Moulin;Nora Bernier, GG-527-XB, 17 impasse du MSulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 41 : « o » devient « S ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 bleu, plaque DL-910-YV, vu le 10/04/2026 à 15h15.;Signalement : Peugeot 308 bleu, plaque DL-910-YV, vu le 10/04/2026 à 15h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoln indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « i » a été remplacé par « l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Mehdi Dumas, TS-439-NQ, 98 rue des Acacias;Mehdi Dumas, TS-439-NQ, 98 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster blanc, plaque YP-413-PJ, vu le 10/03/2026 à 18h45.;Signalement : Dacia Duster blanc, plaque YP-4I3-PJ, vu le 10/03/2026 à 18h45.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Élise Roche, JG-336-PA, 92 allée des Pins;Élise Roche, JG-336-PA, 92 aIlée des Pins;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 29 : « l » devient « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Ford Focus blanc, plaque WH-581-JS, vu le 28/01/2026 à 18h30.;Signalement : Ford Focus blanc, plaque WH-581-JS, vu le 28/01/2026 à 18h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le tèmoin indique avoir vu un individu quitter le secteur rue des Acacias à Nîmes, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : « é » a été remplacé par « è ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Clara Martin, DX-251-CL, 26 rue des Acacias;Clara Martin, DX-251-CL, 26 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Ford Focus gris, plaque FT-128-CQ, vu le 13/02/2026 à 8h05.;Signalement : Ford Focus gris, plaque FT-I28-CQ, vu le 13/02/2026 à 8h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Nora Moreau, EM-148-KZ, 67 boulevard Carnot;Nora Moreau, EM-148-KZ, 67 boule3ard Carnot;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 33 : « v » devient « 3 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Renault Clio blanc, plaque UQ-932-TC, vu le 24/06/2026 à 11h45.;Signalement : Renault Clio blanc, plaque UQ-932-TC, vu le 24/06/2026 à 11h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Hugo Roche, VT-317-BJ, 99 boulevard Carnot;Hugo Roche, VT-317-BJ, 99 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Citroën C3 bleu, plaque RW-156-ZE, vu le 25/05/2026 à 9h15.;Signalement : Citroën C3 bleu, plaque RW-156-ZE, vu le 25/O5/2026 à 9h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 0 » a été remplacé par « O ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Nora Roche, SU-466-KW, 80 rue des Acacias;Nora Roche, SU-466-KW, 80 avenue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « rue » a été remplacé par « avenue ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Toyota Yaris gris, plaque IN-376-NE, vu le 19/08/2026 à 8h05.;Signalement : Toyota Yaris gris, plaque IN-376-NE, vu le 19/08/2026 à 8h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Clara Lemoine, PP-276-TZ, 4 boulevard Carnot;Clara Lemoine, PP-276-TZ, 4 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris gris, plaque KO-147-JI, vu le 21/01/2026 à 9h15.;Signalement : Toyota Yaris gris, plaque KO-I47-JI, vu le 21/01/2026 à 9h15.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Sarah Dumas, PG-199-SF, 86 avenue Victor-Hugo;Sarah Dumas, PG-199-SFY 86 avenue Victor-Hugo;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 23 : « , » devient « Y ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 gris, plaque YX-519-GY, vu le 23/08/2026 à 12h45.;Signalement : Citroën C3 gris, plaque YX-519-GY, vu le 23/08/2026 à 12h45.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur boulevard Carnot à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Clara Moreau, PP-294-HH, 26 avenue Victor-Hugo;Clara Moreau, PP-294-HH, 26 avenue Victor-Hugo;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Peugeot 308 noir, plaque FB-738-QK, vu le 20/09/2026 à 8h30.;Signalement : Peugeot 308 noir. plaque FB-738-QK, vu le 20/09/2026 à 8h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « , » a été remplacé par « . ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur impasse du Moulin à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Lina Martin, NL-863-FV, 47 impasse du Moulin;Lina MartiB, NL-863-FV, 47 impasse du Moulin;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 11 : « n » devient « B ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 gris, plaque UJ-778-AU, vu le 15/03/2026 à 21h05.;Signalement : Citroën C3 gris, plaque UJ-778-AU, vu le 15/03/2026 à 21h05.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Toulon, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Yanis Valette, AR-181-DI, 34 boulevard Carnot;Yanis Valette, AR-181-DI, 34 boulevard Carnot;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Dacia Duster blanc, plaque GJ-406-UE, vu le 11/07/2026 à 13h05.;Signalement : Dacia Duster blanc, plaque GJ-406-UE, vu le I1/07/2026 à 13h05.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Draguignan, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Lina Martin, OQ-929-OX, 12 rue des Acacias;Lina Martin, OQ-929-OX, 21 rue des Acacias;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 12 » a été remplacé par « 21 ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Peugeot 308 gris, plaque XL-982-IH, vu le 23/07/2026 à 11h30.;Signalement : Peugeot 308 gris, plaque XL-982-IH, vu le 23/07/2026 à 11h30.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";Procès-verbal : le témoin indique avoir vu un individu quitter le secteur rue des Acacias à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide , la déclaration a été relue puis signée sans réserve.;false;"Les deux textes ne sont pas strictement identiques. Différence localisée : « ; » a été remplacé par « , ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.";hard;true
Sarah Valette, WR-762-YL, 23 impasse du Moulin;Sarah Valette, WR-762-YL, 23 impasse du Moulin;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
Signalement : Toyota Yaris gris, plaque RR-182-EU, vu le 12/02/2026 à 9h30.;Signalement : Toyota Yaris gris, plaque RR-I82-EU, vu le 12/02/2026 à 9h30.;false;Les deux textes ne sont pas strictement identiques. Différence localisée : « 1 » a été remplacé par « I ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur allée des Pins à Vidauban, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;hard;true
Noam Dumas, IA-161-AR, 35 avenue Victor-Hugo;Noam Dumas, IA-161-AR, 35 avenue Victor-HugJ;false;Les deux textes ne sont pas strictement identiques. Différence localisée au caractère 44 : « o » devient « J ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;easy;true
Signalement : Citroën C3 gris, plaque MM-400-VD, vu le 26/02/2026 à 16h15.;Signalement : Citroën C3 gris, plaque MM-400-VD, vu le 26/02/2026 à 16h15.;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;medium;true
"Procès-verbal : le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";"Procès-verbal :  le témoin indique avoir vu un individu quitter le secteur avenue Victor-Hugo à Les Arcs, en direction du Nord, avec un sac sombre et une démarche rapide ; la déclaration a été relue puis signée sans réserve.";false;Les deux textes ne sont pas strictement identiques. Différence localisée : «  l » a été remplacé par «   l ». Cette variation est volontairement proche visuellement du texte source. Un candidat peut se tromper en lisant trop vite, surtout lorsque l’œil se concentre sur le sens général au lieu de comparer caractère par caractère.;hard;true
Hugo Garnier, OX-331-IC, 76 rue des Acacias;Hugo Garnier, OX-331-IC, 76 rue des Acacias;true;Les deux textes sont strictement identiques. Aucun mot, chiffre, accent, espace ou signe de ponctuation ne change entre la colonne de gauche et celle de droite. Le piège vient de la fatigue visuelle : la présence de chiffres, de noms propres et de ponctuation pousse souvent le candidat à imaginer une différence.;easy;true
