module;category;difficulty;question;prompt;stimulus;options;answer;explanation;hint;is_active
psychotechnique;concentration;Facile;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;89624479153369523393;"[""0"", ""1"", ""3"", ""2""]";1;Le chiffre « 1 » apparaît aux positions [9], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-957-CA-44;Comparez les propositions au modèle.;"[""PV-957-CA-44"", ""PV-957-CA-45"", ""PV 957-CA-44"", ""VP-957-CA-44""]";PV-957-CA-44;La séquence correcte est « PV-957-CA-44 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-957-BA-75;Comparez les propositions au modèle.;"[""PV-957-BA-75"", ""PV-957-BA-76"", ""PV 957-BA-75"", ""VP-957-BA-75""]";PV-957-BA-75;La séquence correcte est « PV-957-BA-75 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-547-BA-72;Comparez les propositions au modèle.;"[""VP-547-BA-72"", ""PV 547-BA-72"", ""PV-547-BA-73"", ""PV-547-BA-72""]";PV-547-BA-72;La séquence correcte est « PV-547-BA-72 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-503-AC-85;Comparez les propositions au modèle.;"[""PV-503-AC-85"", ""PV 503-AC-85"", ""PV-503-AC-86"", ""VP-503-AC-85""]";PV-503-AC-85;La séquence correcte est « PV-503-AC-85 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-230-AB-67;Comparez les propositions au modèle.;"[""PV 230-AB-67"", ""PV-230-AB-67"", ""VP-230-AB-67"", ""PV-230-AB-68""]";PV-230-AB-67;La séquence correcte est « PV-230-AB-67 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-715-CA-90;Comparez les propositions au modèle.;"[""VP-715-CA-90"", ""PV-715-CA-91"", ""PV 715-CA-90"", ""PV-715-CA-90""]";PV-715-CA-90;La séquence correcte est « PV-715-CA-90 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-994-AC-97;Comparez les propositions au modèle.;"[""PV-994-AC-97"", ""VP-994-AC-97"", ""PV-994-AC-98"", ""PV 994-AC-97""]";PV-994-AC-97;La séquence correcte est « PV-994-AC-97 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;4653185329973451244658512;"[""2"", ""5"", ""3"", ""4""]";3;Le chiffre « 2 » apparaît aux positions [9, 17, 25], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-383-CA-18;Comparez les propositions au modèle.;"[""PV-383-CA-18"", ""PV-383-CA-19"", ""PV 383-CA-18"", ""VP-383-CA-18""]";PV-383-CA-18;La séquence correcte est « PV-383-CA-18 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;1592361618411374585;"[""6"", ""5"", ""7"", ""4""]";5;Le chiffre « 1 » apparaît aux positions [1, 7, 9, 12, 13], soit 5 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-759-AB-62;Comparez les propositions au modèle.;"[""PV-759-AB-63"", ""PV-759-AB-62"", ""PV 759-AB-62"", ""VP-759-AB-62""]";PV-759-AB-62;La séquence correcte est « PV-759-AB-62 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-883-AB-17;Comparez les propositions au modèle.;"[""PV-883-AB-17"", ""PV-883-AB-18"", ""VP-883-AB-17"", ""PV 883-AB-17""]";PV-883-AB-17;La séquence correcte est « PV-883-AB-17 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-299-CA-76;Comparez les propositions au modèle.;"[""VP-299-CA-76"", ""PV-299-CA-76"", ""PV-299-CA-77"", ""PV 299-CA-76""]";PV-299-CA-76;La séquence correcte est « PV-299-CA-76 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;728742651354539472692939;"[""0"", ""3"", ""1"", ""2""]";1;Le chiffre « 8 » apparaît aux positions [3], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;29339786842949296533155;"[""3"", ""1"", ""4"", ""2""]";2;Le chiffre « 8 » apparaît aux positions [7, 9], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-695-AB-64;Comparez les propositions au modèle.;"[""PV-695-AB-65"", ""PV 695-AB-64"", ""PV-695-AB-64"", ""VP-695-AB-64""]";PV-695-AB-64;La séquence correcte est « PV-695-AB-64 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;46617262418354342419359988;"[""2"", ""4"", ""5"", ""3""]";3;Le chiffre « 6 » apparaît aux positions [2, 3, 7], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-801-BA-61;Comparez les propositions au modèle.;"[""PV-801-BA-61"", ""PV 801-BA-61"", ""PV-801-BA-62"", ""VP-801-BA-61""]";PV-801-BA-61;La séquence correcte est « PV-801-BA-61 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;52694554424721125245423156711;"[""1"", ""3"", ""4"", ""2""]";2;Le chiffre « 7 » apparaît aux positions [12, 27], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-378-AB-30;Comparez les propositions au modèle.;"[""PV-378-AB-30"", ""PV-378-AB-31"", ""VP-378-AB-30"", ""PV 378-AB-30""]";PV-378-AB-30;La séquence correcte est « PV-378-AB-30 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-574-BA-89;Comparez les propositions au modèle.;"[""PV-574-BA-80"", ""PV-574-BA-89"", ""PV 574-BA-89"", ""VP-574-BA-89""]";PV-574-BA-89;La séquence correcte est « PV-574-BA-89 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-456-CA-49;Comparez les propositions au modèle.;"[""PV 456-CA-49"", ""VP-456-CA-49"", ""PV-456-CA-49"", ""PV-456-CA-40""]";PV-456-CA-49;La séquence correcte est « PV-456-CA-49 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-747-CA-11;Comparez les propositions au modèle.;"[""VP-747-CA-11"", ""PV 747-CA-11"", ""PV-747-CA-11"", ""PV-747-CA-12""]";PV-747-CA-11;La séquence correcte est « PV-747-CA-11 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;68744273587796626487821;"[""4"", ""5"", ""3"", ""2""]";3;Le chiffre « 2 » apparaît aux positions [6, 16, 22], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-310-CA-56;Comparez les propositions au modèle.;"[""VP-310-CA-56"", ""PV-310-CA-56"", ""PV-310-CA-57"", ""PV 310-CA-56""]";PV-310-CA-56;La séquence correcte est « PV-310-CA-56 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;53166663951453818817;"[""5"", ""2"", ""3"", ""4""]";3;Le chiffre « 3 » apparaît aux positions [2, 8, 14], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-673-AB-76;Comparez les propositions au modèle.;"[""PV-673-AB-76"", ""PV-673-AB-77"", ""VP-673-AB-76"", ""PV 673-AB-76""]";PV-673-AB-76;La séquence correcte est « PV-673-AB-76 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-884-CA-64;Comparez les propositions au modèle.;"[""PV 884-CA-64"", ""PV-884-CA-64"", ""VP-884-CA-64"", ""PV-884-CA-65""]";PV-884-CA-64;La séquence correcte est « PV-884-CA-64 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 4 » contient la suite ?;Comptez uniquement le chiffre demandé.;5762994571682277527168451;"[""4"", ""1"", ""3"", ""2""]";2;Le chiffre « 4 » apparaît aux positions [7, 23], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-299-AB-86;Comparez les propositions au modèle.;"[""PV-299-AB-86"", ""PV 299-AB-86"", ""VP-299-AB-86"", ""PV-299-AB-87""]";PV-299-AB-86;La séquence correcte est « PV-299-AB-86 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;7835891555136976474559421969;"[""4"", ""3"", ""2"", ""1""]";2;Le chiffre « 3 » apparaît aux positions [3, 12], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-949-BA-75;Comparez les propositions au modèle.;"[""PV-949-BA-76"", ""PV 949-BA-75"", ""VP-949-BA-75"", ""PV-949-BA-75""]";PV-949-BA-75;La séquence correcte est « PV-949-BA-75 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-659-CA-99;Comparez les propositions au modèle.;"[""PV 659-CA-99"", ""PV-659-CA-99"", ""VP-659-CA-99"", ""PV-659-CA-90""]";PV-659-CA-99;La séquence correcte est « PV-659-CA-99 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 1 » contient la suite ?;Comptez uniquement le chiffre demandé.;4959466857489947512959488483;"[""1"", ""0"", ""3"", ""2""]";1;Le chiffre « 1 » apparaît aux positions [18], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-564-AC-36;Comparez les propositions au modèle.;"[""PV-564-AC-37"", ""VP-564-AC-36"", ""PV-564-AC-36"", ""PV 564-AC-36""]";PV-564-AC-36;La séquence correcte est « PV-564-AC-36 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-921-CA-30;Comparez les propositions au modèle.;"[""PV-921-CA-30"", ""PV 921-CA-30"", ""VP-921-CA-30"", ""PV-921-CA-31""]";PV-921-CA-30;La séquence correcte est « PV-921-CA-30 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-633-CA-40;Comparez les propositions au modèle.;"[""VP-633-CA-40"", ""PV-633-CA-41"", ""PV-633-CA-40"", ""PV 633-CA-40""]";PV-633-CA-40;La séquence correcte est « PV-633-CA-40 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;652338587664527697537;"[""0"", ""1"", ""3"", ""2""]";1;Le chiffre « 9 » apparaît aux positions [17], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;276315797698654718982668;"[""3"", ""2"", ""1"", ""4""]";2;Le chiffre « 2 » apparaît aux positions [1, 21], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle lettre est l'intrus dans la suite ?;La suite suit normalement les lettres paires de l'alphabet.;B D M F H J L;"[""B"", ""D"", ""L"", ""M""]";M;L'intrus est « M » car la suite attend des lettres placées une position sur deux dans l'alphabet. Les autres lettres respectent la progression régulière. Le piège consiste à regarder seulement l'ordre alphabétique sans vérifier le saut constant.;Convertir les lettres en positions alphabétiques.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;785985119754582432669151766594;"[""6"", ""5"", ""8"", ""7""]";6;Le chiffre « 5 » apparaît aux positions [3, 6, 11, 13, 23, 28], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;959585347814986987459933;"[""3"", ""2"", ""0"", ""1""]";1;Le chiffre « 6 » apparaît aux positions [15], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 3 » contient la suite ?;Comptez uniquement le chiffre demandé.;88138896278259331874;"[""2"", ""4"", ""5"", ""3""]";3;Le chiffre « 3 » apparaît aux positions [4, 15, 16], soit 3 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-281-AB-67;Comparez les propositions au modèle.;"[""PV-281-AB-68"", ""PV-281-AB-67"", ""PV 281-AB-67"", ""VP-281-AB-67""]";PV-281-AB-67;La séquence correcte est « PV-281-AB-67 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-725-AC-26;Comparez les propositions au modèle.;"[""PV-725-AC-26"", ""PV-725-AC-27"", ""VP-725-AC-26"", ""PV 725-AC-26""]";PV-725-AC-26;La séquence correcte est « PV-725-AC-26 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 2 » contient la suite ?;Comptez uniquement le chiffre demandé.;476785519693861664;"[""1"", ""3"", ""2"", ""0""]";0;Le chiffre « 2 » apparaît aux positions [], soit 0 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 7 » contient la suite ?;Comptez uniquement le chiffre demandé.;28175793489919428529355;"[""2"", ""1"", ""3"", ""4""]";2;Le chiffre « 7 » apparaît aux positions [4, 6], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-268-AC-58;Comparez les propositions au modèle.;"[""VP-268-AC-58"", ""PV-268-AC-59"", ""PV 268-AC-58"", ""PV-268-AC-58""]";PV-268-AC-58;La séquence correcte est « PV-268-AC-58 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 6 » contient la suite ?;Comptez uniquement le chiffre demandé.;768936857111114788;"[""4"", ""1"", ""2"", ""3""]";2;Le chiffre « 6 » apparaît aux positions [2, 6], soit 2 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;56191742559186638518;"[""4"", ""5"", ""6"", ""3""]";4;Le chiffre « 5 » apparaît aux positions [1, 9, 10, 18], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Quelle séquence est strictement identique au modèle ?;Modèle : PV-982-AB-84;Comparez les propositions au modèle.;"[""PV 982-AB-84"", ""PV-982-AB-84"", ""VP-982-AB-84"", ""PV-982-AB-85""]";PV-982-AB-84;La séquence correcte est « PV-982-AB-84 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;73352656923732889566968584978;"[""3"", ""5"", ""6"", ""4""]";4;Le chiffre « 9 » apparaît aux positions [9, 17, 21, 27], soit 4 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-760-AB-89;Comparez les propositions au modèle.;"[""VP-760-AB-89"", ""PV 760-AB-89"", ""PV-760-AB-80"", ""PV-760-AB-89""]";PV-760-AB-89;La séquence correcte est « PV-760-AB-89 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;6289684726211742358343;"[""0"", ""2"", ""1"", ""3""]";1;Le chiffre « 9 » apparaît aux positions [4], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-470-AB-45;Comparez les propositions au modèle.;"[""PV 470-AB-45"", ""PV-470-AB-46"", ""PV-470-AB-45"", ""VP-470-AB-45""]";PV-470-AB-45;La séquence correcte est « PV-470-AB-45 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Facile;Quelle séquence est strictement identique au modèle ?;Modèle : PV-690-BA-93;Comparez les propositions au modèle.;"[""PV-690-BA-93"", ""PV-690-BA-94"", ""PV 690-BA-93"", ""VP-690-BA-93""]";PV-690-BA-93;La séquence correcte est « PV-690-BA-93 » car elle reprend exactement tous les caractères du modèle. Les autres propositions changent un tiret, un chiffre ou l'ordre des lettres. Le piège est de lire le code globalement au lieu de vérifier chaque caractère.;Comparer caractère par caractère.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 5 » contient la suite ?;Comptez uniquement le chiffre demandé.;3441487513596978592129567325469;"[""7"", ""5"", ""4"", ""6""]";5;Le chiffre « 5 » apparaît aux positions [8, 11, 17, 23, 28], soit 5 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 4 » contient la suite ?;Comptez uniquement le chiffre demandé.;367679968581427213381;"[""2"", ""1"", ""3"", ""0""]";1;Le chiffre « 4 » apparaît aux positions [13], soit 1 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Facile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;32625796343319996983756682422472;"[""6"", ""5"", ""4"", ""7""]";5;Le chiffre « 9 » apparaît aux positions [7, 14, 15, 16, 18], soit 5 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Moyenne;Combien de chiffres « 8 » contient la suite ?;Comptez uniquement le chiffre demandé.;21742258784341957949388489561184;"[""5"", ""8"", ""7"", ""6""]";6;Le chiffre « 8 » apparaît aux positions [8, 10, 22, 23, 25, 31], soit 6 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
psychotechnique;concentration;Difficile;Combien de chiffres « 9 » contient la suite ?;Comptez uniquement le chiffre demandé.;1317772495989998771465;"[""6"", ""7"", ""5"", ""4""]";5;Le chiffre « 9 » apparaît aux positions [9, 11, 13, 14, 15], soit 5 occurrence(s). Les autres réponses sont des erreurs typiques de +1 ou -1. La méthode fiable est de regrouper mentalement la suite par paquets de trois caractères.;Faire des groupes de trois.;true
