module;category;difficulty;sequence_text;prompt;options;answer;explanation;hint;is_active
psychotechnique;suites_logiques;Difficile;1, 5, 6, 11, 17, ?;Quel terme manque ?;"[""27"", ""28"", ""31"", ""29""]";28;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 28, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 17 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;69, 66, ?, 60, 57, 54;Quel terme manque ?;"[""68"", ""64"", ""63"", ""62""]";63;La règle est une soustraction constante de 3. Le terme manquant est donc 63, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 66 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;G, I, K, M, O, ?;Quel terme manque ?;"[""R"", ""Q"", ""S"", ""P""]";Q;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc Q, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « O ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;2, ?, 10, 18, 28, 46;Quel terme manque ?;"[""9"", ""7"", ""8"", ""11""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;3, ?, 75, 375, 1875, 9375;Quel terme manque ?;"[""15"", ""20"", ""14"", ""16""]";15;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;6, ?, 16, 24, 34, 46;Quel terme manque ?;"[""11"", ""12"", ""9"", ""10""]";10;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 6, 9, 15, 24, ?;Quel terme manque ?;"[""39"", ""38"", ""42"", ""40""]";39;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 39, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 24 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 2, ?, 8, 16, 32;Quel terme manque ?;"[""5"", ""4"", ""7"", ""3""]";4;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 2 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;6, 10, 16, ?, 34, 46;Quel terme manque ?;"[""24"", ""25"", ""23"", ""27""]";24;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 24, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 16 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;4, 6, ?, 16, 26, 42;Quel terme manque ?;"[""11"", ""12"", ""10"", ""9""]";10;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;11, 14, 17, 20, 23, ?;Quel terme manque ?;"[""27"", ""28"", ""25"", ""26""]";26;La règle est une progression arithmétique de +3. Le terme manquant est donc 26, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 23 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;6, 13, 27, 55, ?, 223;Quel terme manque ?;"[""113"", ""110"", ""112"", ""111""]";111;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 111, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 55 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 6, 7, ?, 20, 33;Quel terme manque ?;"[""13"", ""12"", ""14"", ""18""]";13;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 13, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 6, ?, 16, 21, 26;Quel terme manque ?;"[""12"", ""10"", ""11"", ""13""]";11;La règle est une progression arithmétique de +5. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +5;true
psychotechnique;suites_logiques;Moyenne;6, 13, 27, ?, 111, 223;Quel terme manque ?;"[""56"", ""54"", ""55"", ""58""]";55;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 55, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 27 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;4, 4, 8, 12, ?, 32;Quel terme manque ?;"[""25"", ""21"", ""20"", ""19""]";20;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 12 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;8, 10, 12, ?, 16, 18;Quel terme manque ?;"[""13"", ""19"", ""14"", ""15""]";14;La règle est une progression arithmétique de +2. Le terme manquant est donc 14, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 12 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;E, I, M, Q, ?, Y;Quel terme manque ?;"[""U"", ""W"", ""V"", ""T""]";U;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc U, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « Q ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;1, 3, ?, 7, 11, 18;Quel terme manque ?;"[""5"", ""3"", ""9"", ""4""]";4;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 4, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 3 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;16, 19, 22, ?, 28, 31;Quel terme manque ?;"[""26"", ""24"", ""30"", ""25""]";25;La règle est une progression arithmétique de +3. Le terme manquant est donc 25, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 22 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +3;true
psychotechnique;suites_logiques;Moyenne;G, ?, M, P, S, V;Quel terme manque ?;"[""J"", ""I"", ""L"", ""K""]";J;La règle décale chaque lettre de 3 positions dans l'alphabet. Le terme manquant est donc J, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « G ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 3;true
psychotechnique;suites_logiques;Difficile;1, 7, 8, 15, 23, ?;Quel terme manque ?;"[""39"", ""40"", ""37"", ""38""]";38;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 38, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 23 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;88, 85, ?, 79, 76, 73;Quel terme manque ?;"[""81"", ""82"", ""83"", ""84""]";82;La règle est une soustraction constante de 3. Le terme manquant est donc 82, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 85 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;9, 11, ?, 24, 48, 50;Quel terme manque ?;"[""21"", ""23"", ""22"", ""25""]";22;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 22, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;3, 7, ?, 17, 27, 44;Quel terme manque ?;"[""10"", ""11"", ""9"", ""12""]";10;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 10, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 7 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;50, ?, 44, 41, 38, 35;Quel terme manque ?;"[""47"", ""49"", ""46"", ""48""]";47;La règle est une soustraction constante de 3. Le terme manquant est donc 47, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 50 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;5, 11, ?, 47, 95, 191;Quel terme manque ?;"[""25"", ""22"", ""23"", ""24""]";23;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 23, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;1, 5, 6, 11, ?, 28;Quel terme manque ?;"[""17"", ""22"", ""16"", ""18""]";17;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 9, 13, 17, 21, ?;Quel terme manque ?;"[""25"", ""26"", ""30"", ""24""]";25;La règle est une progression arithmétique de +4. Le terme manquant est donc 25, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 21 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +4;true
psychotechnique;suites_logiques;Moyenne;7, 9, 18, ?, 40, 42;Quel terme manque ?;"[""22"", ""20"", ""19"", ""21""]";20;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 20, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 18 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;2, 4, ?, 10, 16, 26;Quel terme manque ?;"[""8"", ""5"", ""7"", ""6""]";6;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 6, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;3, 15, 75, 375, ?, 9375;Quel terme manque ?;"[""1877"", ""1874"", ""1875"", ""1876""]";1875;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 1875, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 375 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;6, 8, 16, 18, ?, 38;Quel terme manque ?;"[""35"", ""37"", ""36"", ""39""]";36;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 36, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 18 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;3, 7, 10, 17, 27, ?;Quel terme manque ?;"[""49"", ""44"", ""45"", ""43""]";44;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 44, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 27 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 15, 45, 135, 405, ?;Quel terme manque ?;"[""1216"", ""1217"", ""1215"", ""1214""]";1215;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 1215, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 405 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;2, 4, 8, 14, 22, ?;Quel terme manque ?;"[""33"", ""37"", ""31"", ""32""]";32;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 32, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 22 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;3, 5, 8, ?, 21, 34;Quel terme manque ?;"[""13"", ""14"", ""15"", ""12""]";13;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 13, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 8 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;4, 20, 100, ?, 2500, 12500;Quel terme manque ?;"[""500"", ""499"", ""505"", ""501""]";500;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 500, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 100 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;8, 17, 35, ?, 143, 287;Quel terme manque ?;"[""74"", ""70"", ""72"", ""71""]";71;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 71, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 35 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;2, 3, 5, 7, 11, ?;Quel terme manque ?;"[""14"", ""12"", ""13"", ""16""]";13;La règle est la suite des nombres premiers. Le terme manquant est donc 13, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 11 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Nombres premiers;true
psychotechnique;suites_logiques;Facile;5, 15, ?, 135, 405, 1215;Quel terme manque ?;"[""47"", ""44"", ""45"", ""46""]";45;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 45, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;C, E, G, I, ?, M;Quel terme manque ?;"[""K"", ""L"", ""J"", ""M""]";K;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc K, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « I ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;3, 3, 6, 9, ?, 24;Quel terme manque ?;"[""14"", ""16"", ""18"", ""15""]";15;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;13, 15, ?, 19, 21, 23;Quel terme manque ?;"[""18"", ""22"", ""16"", ""17""]";17;La règle est une progression arithmétique de +2. Le terme manquant est donc 17, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 15 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +2;true
psychotechnique;suites_logiques;Moyenne;6, ?, 16, 18, 36, 38;Quel terme manque ?;"[""9"", ""8"", ""7"", ""13""]";8;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;1, 6, 7, 13, 20, ?;Quel terme manque ?;"[""38"", ""33"", ""32"", ""34""]";33;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 33, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 20 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;4, 8, 16, 32, 64, ?;Quel terme manque ?;"[""129"", ""127"", ""128"", ""131""]";128;La règle est une multiplication par 2 à chaque étape. Le terme manquant est donc 128, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 64 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 2;true
psychotechnique;suites_logiques;Moyenne;G, K, O, ?, W, [;Quel terme manque ?;"[""S"", ""R"", ""T"", ""U""]";S;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc S, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « O ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Facile;51, 48, 45, 42, 39, ?;Quel terme manque ?;"[""35"", ""36"", ""37"", ""38""]";36;La règle est une soustraction constante de 3. Le terme manquant est donc 36, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 39 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -3;true
psychotechnique;suites_logiques;Moyenne;7, 11, 17, 25, ?, 47;Quel terme manque ?;"[""40"", ""36"", ""35"", ""34""]";35;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 35, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 25 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
psychotechnique;suites_logiques;Difficile;2, 6, ?, 20, 30, 42;Quel terme manque ?;"[""17"", ""13"", ""12"", ""11""]";12;La règle est la formule n² + n. Le terme manquant est donc 12, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;n² + n;true
psychotechnique;suites_logiques;Facile;49, 44, ?, 34, 29, 24;Quel terme manque ?;"[""38"", ""40"", ""39"", ""41""]";39;La règle est une soustraction constante de 5. Le terme manquant est donc 39, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 44 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Soustraction constante -5;true
psychotechnique;suites_logiques;Moyenne;H, L, ?, T, X, \;Quel terme manque ?;"[""P"", ""O"", ""R"", ""Q""]";P;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc P, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « L ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;2, 6, ?, 14, 22, 36;Quel terme manque ?;"[""10"", ""7"", ""8"", ""9""]";8;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 8, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 6 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 13, 25, 37, 49, ?;Quel terme manque ?;"[""62"", ""60"", ""61"", ""63""]";61;La règle est une progression arithmétique de +12. Le terme manquant est donc 61, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 49 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +12;true
psychotechnique;suites_logiques;Moyenne;H, ?, P, T, X, \;Quel terme manque ?;"[""M"", ""L"", ""K"", ""N""]";L;La règle décale chaque lettre de 4 positions dans l'alphabet. Le terme manquant est donc L, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « H ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 4;true
psychotechnique;suites_logiques;Difficile;4, 7, 11, 18, 29, ?;Quel terme manque ?;"[""49"", ""48"", ""46"", ""47""]";47;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 47, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 29 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;5, 25, ?, 625, 3125, 15625;Quel terme manque ?;"[""125"", ""126"", ""124"", ""130""]";125;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 125, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 25 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;F, H, ?, L, N, P;Quel terme manque ?;"[""I"", ""K"", ""L"", ""J""]";J;La règle décale chaque lettre de 2 positions dans l'alphabet. Le terme manquant est donc J, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « H ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Lettres avec saut de 2;true
psychotechnique;suites_logiques;Difficile;3, 6, 9, ?, 24, 39;Quel terme manque ?;"[""15"", ""14"", ""16"", ""20""]";15;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 15, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;14, 19, 24, 29, ?, 39;Quel terme manque ?;"[""36"", ""35"", ""33"", ""34""]";34;La règle est une progression arithmétique de +5. Le terme manquant est donc 34, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 29 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Progression arithmétique +5;true
psychotechnique;suites_logiques;Moyenne;9, ?, 22, 24, 48, 50;Quel terme manque ?;"[""11"", ""10"", ""13"", ""12""]";11;La règle alterne une addition de 2 puis une multiplication par 2. Le terme manquant est donc 11, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Alternance +2 puis ×2;true
psychotechnique;suites_logiques;Difficile;4, 3, 7, 10, 17, ?;Quel terme manque ?;"[""26"", ""28"", ""32"", ""27""]";27;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 17 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;2, 10, ?, 250, 1250, 6250;Quel terme manque ?;"[""51"", ""53"", ""49"", ""50""]";50;La règle est une multiplication par 5 à chaque étape. Le terme manquant est donc 50, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 10 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 5;true
psychotechnique;suites_logiques;Moyenne;2, 5, 11, 23, 47, ?;Quel terme manque ?;"[""95"", ""94"", ""96"", ""98""]";95;La règle est : multiplier par 2 puis ajouter 1. Le terme manquant est donc 95, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 47 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;×2 puis +1;true
psychotechnique;suites_logiques;Difficile;3, 4, ?, 11, 18, 29;Quel terme manque ?;"[""7"", ""8"", ""6"", ""9""]";7;La règle est une variante de Fibonacci : chaque terme est la somme des deux précédents. Le terme manquant est donc 7, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 4 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Fibonacci variante;true
psychotechnique;suites_logiques;Facile;1, 3, 9, ?, 81, 243;Quel terme manque ?;"[""26"", ""28"", ""27"", ""30""]";27;La règle est une multiplication par 3 à chaque étape. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 9 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Multiplication par 3;true
psychotechnique;suites_logiques;Moyenne;7, 9, 13, 19, ?, 37;Quel terme manque ?;"[""28"", ""27"", ""29"", ""26""]";27;La règle repose sur des différences qui augmentent progressivement. Le terme manquant est donc 27, car on applique la même règle au voisinage du point d'interrogation. On peut vérifier la cohérence autour du terme précédent « 19 ». Le piège classique consiste à ne regarder qu'une différence locale et à oublier la règle globale de la suite.;Différences croissantes;true
