module;category;difficulty;question;expression;options;answer;explanation;hint;is_active
psychotechnique;calcul_mental;Moyenne;Combien font 20 % de 200 ?;20 % de 200;"[""50"", ""40"", ""39"", ""41""]";40;Le calcul à effectuer est 20 % de 200, ce qui donne 40. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 81 ?;2/3 de 81;"[""55"", ""54"", ""53"", ""64""]";54;Le calcul à effectuer est 2/3 de 81, ce qui donne 54. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 24 / 6 ?;24 / 6;"[""5"", ""3"", ""4"", ""14""]";4;Le calcul à effectuer est 24 / 6, ce qui donne 4. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 11 × 13 ?;11 × 13;"[""144"", ""153"", ""143"", ""142""]";143;Le calcul à effectuer est 11 × 13, ce qui donne 143. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (30 × 3) - 54 ?;(30 × 3) - 54;"[""36"", ""37"", ""46"", ""35""]";36;Le calcul à effectuer est (30 × 3) - 54, ce qui donne 36. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 10 % de 60 ?;10 % de 60;"[""5"", ""16"", ""6"", ""7""]";6;Le calcul à effectuer est 10 % de 60, ce qui donne 6. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 23 × 11 ?;23 × 11;"[""263"", ""254"", ""252"", ""253""]";253;Le calcul à effectuer est 23 × 11, ce qui donne 253. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (60 × 5) - 75 ?;(60 × 5) - 75;"[""225"", ""235"", ""224"", ""226""]";225;Le calcul à effectuer est (60 × 5) - 75, ce qui donne 225. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 46 + 32 ?;46 + 32;"[""79"", ""88"", ""78"", ""77""]";78;Le calcul à effectuer est 46 + 32, ce qui donne 78. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 29 × 15 ?;29 × 15;"[""434"", ""445"", ""436"", ""435""]";435;Le calcul à effectuer est 29 × 15, ce qui donne 435. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 35 × 16 ?;35 × 16;"[""559"", ""561"", ""570"", ""560""]";560;Le calcul à effectuer est 35 × 16, ce qui donne 560. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 49 - 35 ?;49 - 35;"[""13"", ""15"", ""24"", ""14""]";14;Le calcul à effectuer est 49 - 35, ce qui donne 14. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 15 % de 80 ?;15 % de 80;"[""22"", ""13"", ""12"", ""11""]";12;Le calcul à effectuer est 15 % de 80, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font (59 × 5) - 43 ?;(59 × 5) - 43;"[""252"", ""251"", ""262"", ""253""]";252;Le calcul à effectuer est (59 × 5) - 43, ce qui donne 252. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 40 / 4 ?;40 / 4;"[""10"", ""11"", ""9"", ""20""]";10;Le calcul à effectuer est 40 / 4, ce qui donne 10. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 24 × 13 ?;24 × 13;"[""311"", ""313"", ""322"", ""312""]";312;Le calcul à effectuer est 24 × 13, ce qui donne 312. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 26 × 21 ?;26 × 21;"[""547"", ""546"", ""545"", ""556""]";546;Le calcul à effectuer est 26 × 21, ce qui donne 546. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 2 × 2 ?;2 × 2;"[""14"", ""4"", ""5"", ""3""]";4;Le calcul à effectuer est 2 × 2, ce qui donne 4. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 203 + 125 ?;203 + 125;"[""328"", ""327"", ""329"", ""338""]";328;Le calcul à effectuer est 203 + 125, ce qui donne 328. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 2/3 de 108 ?;2/3 de 108;"[""72"", ""71"", ""82"", ""73""]";72;Le calcul à effectuer est 2/3 de 108, ce qui donne 72. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 50 % de 40 ?;50 % de 40;"[""20"", ""30"", ""19"", ""21""]";20;Le calcul à effectuer est 50 % de 40, ce qui donne 20. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 208 + 209 ?;208 + 209;"[""417"", ""427"", ""416"", ""418""]";417;Le calcul à effectuer est 208 + 209, ce qui donne 417. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 3/5 de 50 ?;3/5 de 50;"[""31"", ""30"", ""29"", ""40""]";30;Le calcul à effectuer est 3/5 de 50, ce qui donne 30. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 98 - 12 ?;98 - 12;"[""96"", ""86"", ""87"", ""85""]";86;Le calcul à effectuer est 98 - 12, ce qui donne 86. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 18 × 13 ?;18 × 13;"[""233"", ""244"", ""234"", ""235""]";234;Le calcul à effectuer est 18 × 13, ce qui donne 234. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (42 × 9) - 34 ?;(42 × 9) - 34;"[""343"", ""344"", ""354"", ""345""]";344;Le calcul à effectuer est (42 × 9) - 34, ce qui donne 344. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 3 × 5 ?;3 × 5;"[""15"", ""25"", ""14"", ""16""]";15;Le calcul à effectuer est 3 × 5, ce qui donne 15. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 17² ?;17²;"[""290"", ""289"", ""299"", ""288""]";289;Le calcul à effectuer est 17², ce qui donne 289. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser (10+n)²;true
psychotechnique;calcul_mental;Difficile;Combien font 6/8 de 296 ?;6/8 de 296;"[""222"", ""223"", ""232"", ""221""]";222;Le calcul à effectuer est 6/8 de 296, ce qui donne 222. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 58 + 21 ?;58 + 21;"[""79"", ""89"", ""78"", ""80""]";79;Le calcul à effectuer est 58 + 21, ce qui donne 79. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 22 × 13 ?;22 × 13;"[""287"", ""296"", ""286"", ""285""]";286;Le calcul à effectuer est 22 × 13, ce qui donne 286. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 47 × 25 ?;47 × 25;"[""1174"", ""1176"", ""1175"", ""1185""]";1175;Le calcul à effectuer est 47 × 25, ce qui donne 1175. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 46 + 22 ?;46 + 22;"[""78"", ""69"", ""67"", ""68""]";68;Le calcul à effectuer est 46 + 22, ce qui donne 68. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 350 + 151 ?;350 + 151;"[""500"", ""511"", ""502"", ""501""]";501;Le calcul à effectuer est 350 + 151, ce qui donne 501. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 7/8 de 104 ?;7/8 de 104;"[""90"", ""92"", ""91"", ""101""]";91;Le calcul à effectuer est 7/8 de 104, ce qui donne 91. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 120 / 10 ?;120 / 10;"[""13"", ""22"", ""12"", ""11""]";12;Le calcul à effectuer est 120 / 10, ce qui donne 12. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Retrouver la multiplication inverse;true
psychotechnique;calcul_mental;Moyenne;Combien font 75 % de 200 ?;75 % de 200;"[""151"", ""160"", ""150"", ""149""]";150;Le calcul à effectuer est 75 % de 200, ce qui donne 150. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le pourcentage;true
psychotechnique;calcul_mental;Difficile;Combien font (48 × 3) - 44 ?;(48 × 3) - 44;"[""101"", ""110"", ""99"", ""100""]";100;Le calcul à effectuer est (48 × 3) - 44, ce qui donne 100. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 5 × 7 ?;5 × 7;"[""35"", ""45"", ""34"", ""36""]";35;Le calcul à effectuer est 5 × 7, ce qui donne 35. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 219 + 384 ?;219 + 384;"[""613"", ""602"", ""604"", ""603""]";603;Le calcul à effectuer est 219 + 384, ce qui donne 603. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (33 × 9) - 71 ?;(33 × 9) - 71;"[""236"", ""226"", ""225"", ""227""]";226;Le calcul à effectuer est (33 × 9) - 71, ce qui donne 226. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 49 + 22 ?;49 + 22;"[""70"", ""71"", ""81"", ""72""]";71;Le calcul à effectuer est 49 + 22, ce qui donne 71. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 298 + 252 ?;298 + 252;"[""549"", ""551"", ""550"", ""560""]";550;Le calcul à effectuer est 298 + 252, ce qui donne 550. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 4/5 de 135 ?;4/5 de 135;"[""108"", ""109"", ""118"", ""107""]";108;Le calcul à effectuer est 4/5 de 135, ce qui donne 108. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 7 × 3 ?;7 × 3;"[""22"", ""20"", ""31"", ""21""]";21;Le calcul à effectuer est 7 × 3, ce qui donne 21. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 224 + 122 ?;224 + 122;"[""345"", ""347"", ""356"", ""346""]";346;Le calcul à effectuer est 224 + 122, ce qui donne 346. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font (40 × 9) - 85 ?;(40 × 9) - 85;"[""276"", ""275"", ""274"", ""285""]";275;Le calcul à effectuer est (40 × 9) - 85, ce qui donne 275. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 10 × 6 ?;10 × 6;"[""70"", ""59"", ""61"", ""60""]";60;Le calcul à effectuer est 10 × 6, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 19 × 12 ?;19 × 12;"[""227"", ""228"", ""238"", ""229""]";228;Le calcul à effectuer est 19 × 12, ce qui donne 228. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Facile;Combien font 50 % de 120 ?;50 % de 120;"[""70"", ""60"", ""59"", ""61""]";60;Le calcul à effectuer est 50 % de 120, ce qui donne 60. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser moitié, quart ou dixième;true
psychotechnique;calcul_mental;Moyenne;Combien font 320 + 345 ?;320 + 345;"[""664"", ""665"", ""675"", ""666""]";665;Le calcul à effectuer est 320 + 345, ce qui donne 665. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 4/5 de 150 ?;4/5 de 150;"[""119"", ""121"", ""120"", ""130""]";120;Le calcul à effectuer est 4/5 de 150, ce qui donne 120. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 28 + 18 ?;28 + 18;"[""56"", ""45"", ""46"", ""47""]";46;Le calcul à effectuer est 28 + 18, ce qui donne 46. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 17 × 15 ?;17 × 15;"[""254"", ""256"", ""255"", ""265""]";255;Le calcul à effectuer est 17 × 15, ce qui donne 255. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (50 × 9) - 45 ?;(50 × 9) - 45;"[""404"", ""406"", ""415"", ""405""]";405;Le calcul à effectuer est (50 × 9) - 45, ce qui donne 405. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 3 × 9 ?;3 × 9;"[""28"", ""37"", ""26"", ""27""]";27;Le calcul à effectuer est 3 × 9, ce qui donne 27. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 25 × 12 ?;25 × 12;"[""301"", ""299"", ""300"", ""310""]";300;Le calcul à effectuer est 25 × 12, ce qui donne 300. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font (36 × 6) - 63 ?;(36 × 6) - 63;"[""163"", ""152"", ""153"", ""154""]";153;Le calcul à effectuer est (36 × 6) - 63, ce qui donne 153. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
psychotechnique;calcul_mental;Facile;Combien font 50 - 26 ?;50 - 26;"[""23"", ""34"", ""24"", ""25""]";24;Le calcul à effectuer est 50 - 26, ce qui donne 24. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 440 + 356 ?;440 + 356;"[""797"", ""796"", ""795"", ""806""]";796;Le calcul à effectuer est 440 + 356, ce qui donne 796. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 21 × 19 ?;21 × 19;"[""400"", ""399"", ""409"", ""398""]";399;Le calcul à effectuer est 21 × 19, ce qui donne 399. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 68 - 30 ?;68 - 30;"[""39"", ""37"", ""38"", ""48""]";38;Le calcul à effectuer est 68 - 30, ce qui donne 38. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer dizaines et unités;true
psychotechnique;calcul_mental;Moyenne;Combien font 12 × 14 ?;12 × 14;"[""168"", ""167"", ""178"", ""169""]";168;Le calcul à effectuer est 12 × 14, ce qui donne 168. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Distributivité;true
psychotechnique;calcul_mental;Difficile;Combien font 32 × 29 ?;32 × 29;"[""928"", ""938"", ""927"", ""929""]";928;Le calcul à effectuer est 32 × 29, ce qui donne 928. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Décomposer le second facteur;true
psychotechnique;calcul_mental;Facile;Combien font 27 + 28 ?;27 + 28;"[""55"", ""56"", ""65"", ""54""]";55;Le calcul à effectuer est 27 + 28, ce qui donne 55. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Arrondir puis ajuster;true
psychotechnique;calcul_mental;Moyenne;Combien font 464 + 184 ?;464 + 184;"[""648"", ""647"", ""658"", ""649""]";648;Le calcul à effectuer est 464 + 184, ce qui donne 648. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Additionner centaines, dizaines, unités;true
psychotechnique;calcul_mental;Difficile;Combien font 3/4 de 96 ?;3/4 de 96;"[""72"", ""82"", ""71"", ""73""]";72;Le calcul à effectuer est 3/4 de 96, ce qui donne 72. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Diviser puis multiplier;true
psychotechnique;calcul_mental;Facile;Combien font 9 × 10 ?;9 × 10;"[""100"", ""90"", ""91"", ""89""]";90;Le calcul à effectuer est 9 × 10, ce qui donne 90. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Utiliser les tables;true
psychotechnique;calcul_mental;Moyenne;Combien font 571 - 494 ?;571 - 494;"[""77"", ""87"", ""78"", ""76""]";77;Le calcul à effectuer est 571 - 494, ce qui donne 77. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Soustraction par compensation;true
psychotechnique;calcul_mental;Difficile;Combien font (47 × 5) - 86 ?;(47 × 5) - 86;"[""159"", ""148"", ""150"", ""149""]";149;Le calcul à effectuer est (47 × 5) - 86, ce qui donne 149. On peut le résoudre mentalement en décomposant les nombres et en gardant les priorités d'opérations. Le piège classique est d'aller trop vite : oubli d'une retenue, confusion entre multiplication et addition, ou mauvaise lecture du pourcentage.;Respecter les priorités;true
